,Release Date,Season,Episode,Episode Title,Name,Sentence,emotion_label,emotion_score
209,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,You left your home to come here. And I'd be queen someday. Please make father say yes.,neutral,0.7400243878364563
210,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,Sansa…,neutral,0.8214702010154724
211,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"Please, please. It's the only thing I ever wanted.",sadness,0.44193515181541443
212,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Is he dead yet?,neutral,0.46194925904273987
213,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,Uncle Benjen!,anger,0.6898602247238159
214,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,You got bigger. I rode all day. Didn't want to leave you alone with the Lannisters. Why aren't you at the feast?,surprise,0.4133914113044739
215,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,Lady Stark thought it might insult the royal family to seat a bastard in their midst.,anger,0.569130539894104
216,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,"Well, you're always welcome on the wall. No bastard was ever refused a seat there.",anger,0.6124614477157593
217,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,So take me with you when you go back.,neutral,0.9164803624153137
218,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Jon…,neutral,0.8310803174972534
219,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,"Father will let me if you ask him, I know he will.",neutral,0.8542221188545227
220,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,The Wall isn't going anywhere.,neutral,0.4940887987613678
221,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,I'm ready to swear your oath.,neutral,0.6970434188842773
222,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,You don't understand what you'd be giving up. We have no families. None of us will ever father sons.,surprise,0.4700429439544678
223,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,I don't care about that.,disgust,0.6912120580673218
224,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,"You might, if you knew what it meant. … I'd better get inside. Rescue your father from his guests. We'll talk later.",neutral,0.38854682445526123
225,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,Your uncle's in the Night's Watch.,neutral,0.8463519215583801
226,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,What're you doing back there?,surprise,0.6943628191947937
227,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,Preparing for a night with your family. I've always wanted to see the Wall.,fear,0.8027074337005615
228,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,You're Tyrion Lannister. The queen's brother?,surprise,0.506515622138977
229,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"My greatest accomplishment. You – you're Ned Stark's bastard, aren't you?",disgust,0.4698173701763153
230,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"Did I offend you? Sorry. You are the bastard, though.",anger,0.5163492560386658
231,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,Lord Eddard Stark is my father.,neutral,0.4263436496257782
232,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"And Lady Stark is not your mother. Making you a bastard. Let me give you some advice, bastard. Never forget what you are. The rest of the world will not. Wear it like armor. Then it can never be used to hurt you.",anger,0.8666053414344788
233,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,What the hell do you know about being a bastard?,anger,0.6277319192886353
234,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,All dwarves are bastards in their fathers' eyes.,disgust,0.7339386343955994
235,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,You at a feast -- It's like a bear in a trap.,disgust,0.7857550978660583
236,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,The boy I beheaded. Did you know him?,disgust,0.48877114057540894
237,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,"Of course I did. Just a lad. But he was tough, Ned. A true Ranger.",neutral,0.7512399554252625
238,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,He was talking madness. Said the Walkers slaughtered his friends.,disgust,0.5638021230697632
239,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,The two he was with are still missing.,sadness,0.8665658831596375
240,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,A wildling ambush.,fear,0.9620681405067444
241,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Maybe. Direwolves south of the wall. Talk of the Walkers. My brother might be the next Hand to the king. Winter is coming.,neutral,0.7331603169441223
242,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Winter is coming.,neutral,0.6624815464019775
243,2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,Uncle Benjen.,disgust,0.45419007539749146
244,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Robb boy. How are ye?,surprise,0.8925014734268188
245,2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,I'm good.,joy,0.9161902666091919
246,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"Is this your first time in the North, Your Grace?",neutral,0.48885637521743774
247,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Yes. Lovely country.,joy,0.8649842143058777
248,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"I'm sure it's very grim, after Kings Landing. I remember how scared I was when Ned brought me up here for the first time.",fear,0.8076794743537903
249,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,"Hello, little dove. But you are a beauty. How old are you?",neutral,0.6441320180892944
250,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"Thirteen, Your Grace.",neutral,0.849574089050293
251,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,You're tall. Still growing?,surprise,0.815254271030426
252,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"I think so, Your Grace.",neutral,0.9331109523773193
253,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,And have you bled yet?,neutral,0.4833390414714813
254,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"No, Your Grace.",neutral,0.8746731281280518
255,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,And your dress. Did you make it?,surprise,0.7789297699928284
256,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Such talent. You must make something for me.,neutral,0.5592300891876221
257,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,I hear we might share a grandchild someday.,joy,0.8600347638130188
258,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,I hear the same.,neutral,0.6890027523040771
259,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Your daughter will do well in the capital. Such a beauty shouldn't stay hidden up here forever.,neutral,0.9280665516853333
260,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Your pardon.,neutral,0.4799615144729614
261,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,I hear we might be neighbors soon. I hope it's true.,neutral,0.8150811195373535
262,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"Yes, the king has honored me with his offer.",joy,0.6079714894294739
263,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,"I'm sure we'll have a tournament to celebrate the new title, if you accept. It would be good to have you in the field. The competition has become a bit stale.",joy,0.7825772762298584
264,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,I don't fight in tournaments.,neutral,0.3970820903778076
265,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,No? Getting a little old for it?,surprise,0.5790244340896606
266,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"I don't fight in tournaments because when I fight a man for real, I don't want him to know what I can do.",neutral,0.3767818510532379
267,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Well said.,neutral,0.9063080549240112
268,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,Arya!,surprise,0.3072165548801422
269,2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,Time for bed.,neutral,0.853001594543457
270,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"I'm a Northman. I belong here with you, not down south in that rat's nest they call a capital.",neutral,0.9023185968399048
271,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,I won't let him take you.,anger,0.7238627672195435
272,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,The king takes what he wants. That's why he's king.,neutral,0.9180631041526794
273,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"I'll say, ‘Listen, fat man, you are not taking my husband anywhere. He belongs to me now.'",anger,0.6313657164573669
274,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,How did he get so fat?,surprise,0.8250676393508911
275,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,He only stops eating when it's time for a drink.,neutral,0.8933526277542114
276,2011-04-17,Season 1,Episode 1,Winter is Coming,a voice,"It's Maester Luwin, my lord.",neutral,0.7259624004364014
277,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Send him in.,neutral,0.95558100938797
278,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"Pardon, my lord, my lady. A rider in the night from your sister.",disgust,0.7511033415794373
279,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Stay.,neutral,0.9563615918159485
280,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,This was sent from the Eyrie. What's she doing at the Eyrie? She hasn't been back there since her wedding.,surprise,0.5320754051208496
281,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,What news?,surprise,0.8902561068534851
282,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,She's fled the capital. She says Jon Arryn was murdered. By the Lannisters. She says the king is in danger.,fear,0.6373646855354309
283,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"She's fresh widowed, Cat. She doesn't know what she's saying.",neutral,0.40820008516311646
284,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"Lysa's head would be on a spike right now if the wrong people had found that letter. Do you think she would risk her life, her son's life, if she wasn't certain her husband was murdered?",anger,0.3739261031150818
285,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"If this news is true, and the Lannisters conspire against the throne, who but you can protect the king?",neutral,0.7153105735778809
286,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,They murdered the last Hand. Now you want Ned to take the job.,anger,0.6982343792915344
287,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"The king rode for a month to ask Lord Stark's help. He's the only one he trusts. You swore the king an oath, my lord.",neutral,0.5543681383132935
288,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,He spent half his life fighting Robert's wars. He owes him nothing. Your father and brother rode south once on a king's demand.,neutral,0.6800097227096558
289,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,A different time. Different king.,neutral,0.9153602123260498
290,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,When do I meet with the Khal? We need to begin planning the invasion.,fear,0.7209870219230652
291,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,"If Khal Drogo has promised you a crown, you shall have it.",neutral,0.8880388736724854
292,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,When?,surprise,0.676482617855072
293,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,When their omens favor war.,disgust,0.7584083676338196
294,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,I piss on Dothraki omens. I waited 17 years to get my throne back.,neutral,0.5973911881446838
295,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,A Dothraki wedding without at least three deaths is considered a dull affair.,sadness,0.8876282572746277
296,2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,A small gift for the new Khaleesi. Songs and histories from the Seven Kingdoms.,joy,0.6255946755409241
297,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"Thank you, ser. Are you from my country?",neutral,0.6078102588653564
298,2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,"Ser Jorah Mormont of Bear Island. I served your father for many years. Gods be good, I hope to always serve the rightful king.",neutral,0.49137991666793823
299,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,"Dragons' eggs, Daenerys. From the Shadow Lands beyond Asshai. The ages have turned them to stone, but they will always be beautiful.",neutral,0.8698632717132568
300,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"Thank you, Magister.",neutral,0.5593109726905823
301,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"She's beautiful. … Ser Jorah, I don't know how to say ‘thank you' in Dothraki.",neutral,0.6101410388946533
302,2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,There is no word for ‘thank you' in Dothraki.,neutral,0.6769500970840454
303,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,Make him happy.,joy,0.7439407110214233
304,2011-04-17,Season 1,Episode 1,Winter is Coming,khal drogo,No.,neutral,0.8298870921134949
305,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,Do you know the Common Tongue?,neutral,0.8020702600479126
306,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,Is ‘no' the only word that you know?,neutral,0.8501653671264648
307,2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,"Rough night, Imp?",neutral,0.43097564578056335
308,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"If I get through this without squirting from one end or the other, it will be a miracle.",neutral,0.7116436958312988
309,2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,I didn't pick you for a hunter.,neutral,0.40470144152641296
310,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,The greatest in the land. My spear never misses.,neutral,0.6870709657669067
311,2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,It's not hunting if you pay for it.,neutral,0.7104695439338684
